industry_type,service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,calendar_load_factor,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
1,1,1,0,1,0,2,3,12,4,0.93,14.38,9.59,9.1
0,0,5,1,1,1,36,6,10,2,0.77,10.97,26.33,32.4
5,0,3,1,1,1,3,1,10,0,0.34,6.9,14.49,17.9
0,2,1,1,1,2,7,6,14,6,0.13,36.98,43.14,44.6
3,0,4,0,2,2,6,3,13,6,0.7,3.07,3.38,5.9
3,0,2,1,1,2,30,3,10,3,0.19,6.1,51.85,56.3
0,0,3,0,1,1,48,2,14,2,0.39,7.27,122.14,130.8
0,0,4,0,1,2,9,6,13,0,0.63,8.77,7.24,7.7
1,1,3,1,1,2,30,1,16,5,0.19,21.35,448.35,300.0
4,1,3,0,1,1,0,5,17,4,0.79,12.45,2.0,4.2
0,1,4,0,1,1,23,3,19,1,0.27,13.8,58.19,62.7
2,1,2,1,1,1,35,2,14,0,0.48,30.96,460.53,300.0
3,2,2,1,1,1,8,2,15,5,0.9,15.23,51.78,59.1
0,1,3,1,1,1,4,2,17,3,0.14,19.75,27.65,29.0
0,0,2,1,2,0,13,7,18,2,0.59,14.01,22.12,26.4
1,0,2,1,1,1,21,5,9,6,0.37,8.95,31.95,36.0
1,1,2,0,1,1,48,7,16,4,0.19,16.06,93.61,99.7
3,1,4,1,3,1,26,3,11,3,0.39,13.84,65.97,72.2
5,1,2,1,1,1,18,6,20,3,0.75,11.36,28.97,34.3
0,0,3,1,1,1,25,1,20,0,0.89,10.68,186.9,211.2
5,0,3,0,4,1,5,5,10,0,0.36,6.67,4.67,7.9
2,1,1,0,2,1,12,5,19,6,0.29,31.63,75.91,80.5
3,0,4,0,2,1,3,3,14,0,0.16,3.0,2.0,1.5
4,0,2,1,1,0,48,1,14,0,0.55,8.83,360.26,300.0
2,1,2,1,3,2,1,1,16,0,0.1,48.32,41.07,42.8
0,0,2,1,1,2,38,7,18,2,0.91,14.46,66.72,77.9
0,0,4,1,1,2,3,3,20,5,0.99,11.7,6.44,6.8
4,0,1,1,2,0,6,6,13,3,0.41,8.6,8.6,11.8
0,0,2,1,1,1,28,4,8,5,0.66,10.41,61.94,71.0
2,1,1,1,3,1,42,6,10,4,0.13,42.39,296.73,300.0
2,0,3,0,2,2,16,5,8,1,0.15,17.1,38.3,40.1
1,2,1,0,1,1,6,4,18,5,0.86,26.6,39.9,44.8
4,1,1,1,2,2,10,2,21,3,0.73,26.07,130.35,149.3
3,1,1,1,1,1,48,5,19,1,0.42,8.91,85.54,93.2
3,0,4,0,2,1,7,6,10,4,0.41,3.0,2.0,2.1
1,0,2,1,3,2,25,1,11,0,0.31,14.38,305.58,300.0
0,1,1,0,1,1,12,5,8,5,0.76,13.62,32.69,38.8
2,1,3,1,1,1,36,5,20,1,0.9,23.92,120.56,138.6
4,2,3,1,1,1,22,6,8,5,0.57,30.46,78.18,86.9
2,1,2,1,2,1,48,3,16,5,0.87,29.94,407.18,300.0
5,1,5,0,1,1,15,3,20,4,0.67,9.53,19.06,22.9
0,1,2,1,1,1,31,3,18,3,0.59,21.36,187.61,205.3
5,0,2,0,1,1,23,6,21,1,0.43,4.16,13.55,14.1
3,2,2,0,4,1,5,3,17,0,0.54,23.58,33.4,36.8
4,2,2,1,1,1,13,2,11,2,0.27,30.37,167.79,175.4
1,1,5,1,4,1,34,7,14,3,0.32,30.43,59.12,64.1
2,0,1,1,1,1,35,4,8,1,0.42,16.84,147.35,159.1
4,2,3,1,1,1,19,4,16,2,0.15,26.48,88.05,92.9
4,0,2,1,3,2,46,2,9,6,0.33,12.36,241.64,258.1
1,1,1,1,2,2,33,7,20,1,0.2,25.76,121.44,126.2
1,1,2,0,1,0,12,6,20,0,0.52,17.99,30.58,35.7
3,0,1,0,3,1,27,7,16,4,0.53,3.21,12.38,13.6
5,0,2,0,2,1,44,5,20,5,0.15,4.36,32.61,35.4
2,0,1,0,4,1,31,2,14,0,0.64,16.62,257.61,284.1
1,1,3,0,2,0,31,3,21,6,0.43,19.63,141.99,150.4
4,2,3,1,3,1,12,6,10,1,0.24,45.29,63.41,65.2
3,0,2,0,2,0,7,6,12,4,0.52,3.0,2.98,2.9
1,0,1,0,1,0,25,5,18,2,0.35,5.88,29.4,27.3
0,2,2,0,1,1,9,1,13,5,0.95,29.57,226.21,258.5
3,1,2,0,1,1,14,3,16,5,0.19,5.56,22.05,22.5
1,0,3,0,1,2,21,7,15,0,0.33,8.17,17.16,18.6
0,0,2,1,1,2,5,5,12,1,0.59,13.3,11.3,16.3
3,2,3,1,4,1,25,1,11,6,0.8,27.64,483.7,300.0
1,0,3,1,1,1,31,5,15,6,0.95,8.05,34.94,40.6
1,2,2,1,1,1,24,2,11,0,0.24,32.44,330.89,300.0
2,1,4,0,1,1,29,7,18,4,0.88,28.52,64.98,76.7
3,1,3,1,3,1,6,2,9,2,0.4,13.94,29.27,34.1
1,0,5,1,1,2,0,1,9,4,0.62,9.59,2.0,2.7
0,0,2,0,1,0,21,2,9,1,0.84,8.16,72.83,85.5
2,1,2,1,3,2,12,2,9,6,0.82,50.0,255.0,287.7
0,0,3,1,1,2,48,6,9,0,0.49,13.77,77.11,84.7
3,1,2,1,4,1,46,1,16,6,0.63,16.47,643.98,300.0
5,0,2,1,2,2,42,4,19,0,0.23,8.88,79.25,82.0
3,1,2,1,2,2,42,5,16,6,0.32,14.67,104.74,111.2
1,1,3,1,1,1,34,3,18,6,0.3,19.74,156.6,166.7
0,0,3,0,1,1,41,4,13,4,0.37,8.46,60.7,67.0
0,0,2,0,1,0,41,4,9,3,0.9,9.35,81.46,88.2
0,1,2,1,1,1,46,3,11,1,0.7,19.91,259.49,287.3
1,1,3,0,1,1,36,7,21,3,0.93,16.57,59.65,70.7
0,0,4,0,2,1,25,2,17,2,0.31,9.17,63.04,68.2
4,1,3,1,1,1,27,6,17,1,0.63,15.19,47.85,55.8
4,1,1,1,1,1,3,7,18,5,0.16,18.34,7.86,11.7
3,0,3,0,2,0,42,2,8,5,0.48,3.24,47.63,53.4
0,0,1,0,1,1,6,7,20,3,0.41,8.01,6.87,7.9
4,1,4,0,2,1,7,6,12,0,0.74,14.28,9.16,13.7
0,1,2,0,1,2,6,6,18,2,0.67,17.87,15.19,15.9
0,1,3,1,1,1,45,7,10,6,0.25,21.82,98.19,103.2
1,0,2,1,2,1,32,6,18,3,0.9,11.99,54.35,66.6
2,0,2,1,2,1,45,5,9,6,0.23,16.44,125.77,134.4
1,1,3,1,1,1,2,4,15,4,0.53,20.54,7.19,8.0
0,1,4,1,2,2,16,3,17,3,0.21,23.87,70.02,74.3
0,0,1,1,1,2,11,6,20,0,0.29,13.69,25.1,26.8
4,0,2,0,1,1,22,4,16,4,0.34,4.3,20.1,25.0
1,2,4,1,1,1,35,6,14,1,0.21,28.96,92.91,101.0
0,0,1,0,1,1,9,4,15,4,0.84,8.08,18.18,21.5
2,0,1,0,2,1,33,5,9,6,0.11,16.07,106.06,106.8
0,1,2,1,1,1,48,2,21,0,0.69,19.8,403.92,300.0
3,0,4,0,4,2,40,6,21,1,0.15,4.32,15.84,18.6
0,0,2,1,1,2,17,4,18,5,0.62,11.97,43.24,48.5
2,1,1,1,1,1,3,2,15,2,0.57,32.15,48.22,56.0
3,2,2,1,4,0,30,2,8,1,0.72,27.06,345.02,300.0
4,0,1,0,1,1,27,2,19,4,0.67,4.77,64.4,71.0
0,0,1,1,2,1,23,6,21,3,0.72,13.96,53.51,59.8
2,0,2,1,2,1,14,4,16,1,0.35,18.14,53.97,57.8
5,0,2,1,1,1,22,3,21,4,0.96,7.42,46.25,53.1
3,1,3,1,2,1,41,2,13,1,0.57,10.81,155.12,171.9
5,2,2,0,1,1,25,6,8,6,0.52,22.48,79.62,83.7
5,0,2,0,1,1,40,6,11,5,0.33,4.03,22.84,24.8
3,0,1,1,3,2,23,7,19,1,0.65,9.77,32.1,36.9
1,2,3,1,1,1,7,7,10,6,0.89,30.24,21.17,27.1
4,2,3,1,1,0,4,6,8,4,0.66,30.26,14.12,18.2
3,0,2,1,4,2,49,7,21,2,0.5,10.48,62.36,71.8
2,2,1,1,2,1,12,1,18,2,0.34,50.0,600.0,300.0
3,1,3,1,1,1,45,1,21,5,0.65,10.19,320.98,300.0
3,2,3,1,4,2,33,6,10,5,0.15,29.7,114.34,118.8
2,0,2,0,1,1,15,6,11,4,0.28,11.09,23.57,24.6
2,1,2,1,1,2,15,7,20,6,0.72,37.05,67.48,77.1
0,0,4,1,3,1,10,5,12,0,0.78,16.9,18.59,22.6
4,1,3,1,2,1,1,4,8,0,0.91,22.79,3.99,8.6
4,2,1,1,2,1,49,1,9,1,0.97,30.07,1473.43,300.0
2,0,2,1,3,1,12,2,15,4,0.21,21.74,110.87,115.9
1,0,4,1,1,2,27,4,20,3,0.45,9.72,36.09,40.8
0,0,1,1,1,1,23,6,14,4,0.97,12.04,46.15,54.0
0,0,1,1,3,2,36,7,21,4,0.24,16.59,85.32,92.2
0,1,1,1,3,1,4,4,19,3,0.92,24.78,24.78,28.6
1,1,2,0,1,1,47,7,21,3,0.35,15.51,88.52,92.8
0,1,2,1,3,1,32,3,16,0,0.62,30.16,273.45,300.0
1,1,3,1,1,1,33,4,13,3,0.56,19.56,112.96,123.6
3,0,4,0,1,1,25,4,17,0,0.8,3.0,10.31,13.2
5,1,4,0,1,1,43,5,12,5,0.26,11.17,52.83,57.0
0,0,2,1,1,1,26,6,9,2,0.1,10.05,37.02,43.1
2,1,2,1,2,2,34,7,9,2,0.22,34.87,143.96,150.4
5,1,4,1,1,2,7,5,9,6,0.74,14.99,11.54,15.6
5,0,1,1,1,1,22,3,15,5,0.68,6.91,50.67,57.5
1,0,2,1,1,0,28,1,19,5,0.61,10.23,243.47,269.0
1,0,3,0,1,1,42,4,10,5,0.44,5.86,43.07,47.9
0,0,1,1,1,1,14,3,12,0,0.29,12.34,57.59,62.8
0,1,2,0,1,1,3,5,9,5,0.79,16.91,8.62,10.2
2,1,2,1,2,1,10,7,8,0,0.39,31.48,38.23,43.2
1,1,4,1,1,1,0,1,19,4,0.24,18.0,2.0,6.3
3,0,1,1,6,0,25,5,15,2,0.7,11.62,58.1,66.4
0,1,3,1,2,2,32,5,18,0,0.72,28.09,125.84,142.9
3,0,2,1,1,1,7,6,18,5,0.57,5.42,5.37,11.8
1,0,2,1,3,1,15,6,20,4,0.67,12.45,26.46,32.0
2,0,1,1,2,0,6,4,9,5,0.97,17.92,26.88,29.4
3,0,2,0,6,1,25,6,17,5,0.49,4.42,15.65,18.1
3,1,4,1,8,1,35,6,16,0,0.58,21.94,70.39,78.5
0,0,2,1,1,0,32,6,10,3,0.44,10.5,47.6,53.0
1,1,3,1,1,1,24,5,19,1,0.96,16.87,56.68,66.6
0,0,1,1,1,1,39,5,11,2,0.34,12.45,97.11,104.3
2,1,5,0,3,1,26,7,10,0,0.86,32.04,47.6,54.9
0,1,2,0,2,1,18,7,8,5,0.33,17.17,37.53,42.8
2,1,2,1,2,1,28,2,20,0,0.79,33.37,397.1,300.0
0,2,4,1,1,1,10,3,15,0,0.93,35.18,64.5,76.9
1,1,1,1,1,1,36,7,15,1,0.42,20.51,105.48,115.6
3,0,3,0,2,1,3,7,15,6,0.96,3.0,2.0,5.6
2,0,2,1,2,0,37,2,18,5,0.59,18.19,286.04,300.0
1,2,3,1,2,2,35,1,12,3,0.47,50.0,1225.0,300.0
3,1,4,1,1,1,2,4,13,2,0.98,9.56,2.63,4.0
3,2,3,1,1,1,42,6,20,4,0.22,15.12,74.09,81.1
1,2,3,0,2,2,38,1,10,2,0.98,43.12,1146.99,300.0
1,0,2,1,1,1,12,5,9,2,0.35,9.17,18.71,20.3
3,0,1,1,1,1,4,7,14,3,0.98,5.29,3.02,5.3
5,0,2,1,2,1,31,7,12,5,0.84,7.55,28.42,31.3
0,0,2,0,1,2,39,2,17,5,0.26,10.84,179.67,189.8
3,0,2,0,1,2,29,5,14,1,0.54,3.0,14.79,15.1
5,1,2,0,1,1,12,7,12,4,0.73,9.61,14.0,19.6
2,1,1,1,1,1,25,4,17,5,0.2,31.89,199.31,207.5
1,0,1,0,1,1,42,7,13,3,0.14,5.97,35.82,38.2
3,0,5,0,4,1,34,4,19,5,0.79,4.33,14.72,16.5
0,0,3,1,3,2,49,5,19,4,0.44,18.35,125.88,133.1
1,0,3,1,1,2,43,6,9,2,0.11,10.25,51.42,56.8
1,1,3,0,1,1,6,6,20,0,0.49,15.49,10.84,14.2
0,0,3,0,1,1,36,1,16,4,0.49,7.53,189.76,205.9
0,0,5,1,1,0,40,5,15,6,0.94,11.41,36.51,42.9
3,0,2,1,2,1,4,3,10,2,0.27,6.48,7.34,11.0
5,1,4,1,1,2,38,5,11,6,0.12,16.29,68.09,73.7
1,0,2,1,1,1,2,7,9,2,0.15,7.76,2.0,2.6
0,1,2,1,1,1,48,1,9,0,0.63,21.76,887.81,300.0
3,0,3,0,2,1,16,2,21,5,0.96,3.0,16.8,20.7
2,1,2,1,1,1,10,6,13,2,0.43,32.2,45.62,51.8
3,1,2,0,2,2,16,6,19,4,0.19,9.26,20.99,19.9
3,1,3,1,1,1,44,3,15,1,0.71,9.46,97.12,106.6
5,0,1,1,1,2,7,2,15,5,1.0,8.33,29.16,33.8
0,0,2,0,1,0,5,1,13,3,0.42,9.22,39.18,43.6
0,0,2,1,1,2,19,7,11,4,0.45,12.9,29.76,32.9
1,2,1,1,1,2,10,1,14,3,0.69,41.54,415.4,300.0
2,2,4,0,3,2,49,7,19,1,0.22,50.0,192.5,198.9
5,0,1,1,2,0,6,2,11,4,0.44,9.07,27.21,30.7
5,0,1,1,1,2,21,4,10,5,0.56,8.62,45.26,49.5
4,0,2,0,1,1,21,1,16,1,0.21,5.07,90.5,93.9
0,0,3,1,2,1,13,3,12,4,0.98,14.45,43.83,53.4
3,1,2,1,8,1,38,3,17,2,0.34,21.93,236.11,250.7
1,1,5,1,3,1,33,1,11,6,0.52,24.67,325.64,300.0
5,2,1,0,1,1,48,2,11,5,0.2,22.93,550.32,300.0
0,2,2,1,1,1,41,3,14,4,0.91,38.96,452.59,300.0
0,0,1,1,1,1,34,3,21,5,0.97,12.35,139.97,168.1
4,1,2,0,1,2,43,7,15,0,0.44,18.34,95.76,99.9
3,1,1,0,2,2,26,2,10,6,0.53,8.61,111.93,121.9
4,1,2,1,1,1,14,3,9,4,0.8,15.75,62.48,70.8
0,0,4,0,1,1,2,7,19,6,0.81,8.91,2.0,4.5
4,2,1,1,1,1,7,1,11,3,0.36,29.93,209.51,223.7
3,1,2,1,2,2,48,5,21,3,0.56,11.02,89.92,102.4
3,0,3,0,6,2,5,2,17,4,0.62,6.83,11.95,11.9
2,1,3,1,1,1,47,2,13,0,0.88,24.53,403.52,300.0
4,0,5,1,1,1,8,4,9,1,0.84,9.15,7.32,13.3
2,1,3,1,1,2,12,4,16,0,0.91,29.73,62.43,69.7
0,0,5,1,1,0,27,4,8,0,0.14,11.83,31.94,32.6
2,0,1,1,1,1,2,3,17,6,0.9,13.35,8.9,9.8
3,0,1,0,1,1,37,7,21,6,0.46,3.0,15.86,15.4
0,2,2,1,1,1,47,7,21,4,0.39,32.42,185.03,194.8
0,2,3,0,3,0,21,3,15,0,0.94,50.0,245.0,276.0
3,1,4,1,2,1,45,2,14,5,0.59,11.78,145.78,158.6
1,1,2,1,2,1,26,3,20,3,0.98,24.57,181.0,210.9
0,2,5,1,1,0,17,6,10,0,0.87,38.76,43.93,51.2
4,0,4,1,1,1,0,2,9,4,0.79,7.02,2.0,3.7
0,1,2,0,1,2,9,2,20,0,0.24,20.47,78.3,80.6
1,1,2,1,1,1,12,6,19,0,0.9,15.36,26.11,32.1
2,1,2,1,3,1,32,3,14,6,0.21,42.21,382.7,300.0
2,0,5,1,2,1,21,7,20,3,0.55,20.03,24.04,30.2
1,1,3,1,3,1,10,7,13,1,0.43,26.52,26.52,30.3
5,0,2,1,1,2,28,2,16,6,0.2,7.37,87.7,95.2
3,1,1,1,6,1,7,1,14,1,0.35,19.46,136.22,143.3
1,2,1,1,3,1,7,7,20,1,0.46,50.0,50.0,55.0
1,1,1,1,1,2,43,2,21,6,0.81,24.43,525.24,300.0
2,1,3,1,1,1,43,7,11,0,0.48,23.96,103.03,109.6
0,0,2,1,1,2,15,1,9,4,0.54,13.56,172.89,189.9
5,2,1,0,1,1,12,5,20,2,0.13,21.38,51.31,53.4
0,2,3,0,2,1,41,5,15,5,0.63,40.86,234.54,258.3
3,0,2,1,1,2,19,1,19,6,0.44,6.02,97.22,104.1
4,1,4,1,2,0,45,1,19,4,0.89,18.56,459.36,300.0
4,1,4,1,1,1,47,7,8,3,0.88,16.83,62.15,72.0
0,2,5,1,2,1,1,3,12,4,0.39,37.29,4.97,8.9
2,1,2,0,2,1,32,6,19,5,0.27,34.15,154.81,161.8
0,0,2,0,3,1,39,4,20,3,0.4,10.8,89.51,95.1
4,0,5,1,4,1,10,5,16,2,0.7,12.27,9.82,13.2
2,1,5,1,1,0,10,3,15,4,0.92,26.68,35.57,41.8
0,0,1,1,2,1,27,7,17,3,0.15,13.97,53.88,56.6
3,2,2,1,4,1,7,5,16,5,0.31,29.45,35.05,42.6
1,1,2,1,1,2,9,5,17,4,0.13,21.46,32.83,34.6
0,0,4,1,3,2,45,5,8,1,0.93,17.26,85.44,99.7
2,2,1,1,1,1,36,1,17,4,0.64,50.0,1800.0,300.0
0,1,1,1,1,2,46,1,8,2,0.72,24.99,1149.54,300.0
5,1,1,1,1,0,27,2,17,3,0.57,15.14,204.39,224.4
1,2,4,0,2,1,34,7,11,6,0.61,36.65,97.91,110.1
2,1,1,1,2,2,12,1,17,5,0.75,45.43,545.16,300.0
5,2,2,1,1,0,10,1,11,1,0.26,26.9,228.65,242.7
1,0,3,1,3,1,16,2,12,4,0.78,12.61,70.62,81.7
1,0,2,0,1,1,18,1,16,5,0.55,5.15,78.8,86.9
0,2,1,1,1,1,3,2,9,4,0.92,36.83,55.24,63.2
5,1,1,0,1,1,32,2,21,5,0.18,9.58,153.28,159.1
4,1,2,1,1,1,12,7,16,4,0.32,19.3,28.12,32.7
0,1,4,0,2,1,25,7,15,1,0.37,20.16,39.6,43.5
1,1,1,0,2,1,31,7,10,1,0.92,19.92,88.22,103.1
5,0,1,1,1,2,23,3,8,1,0.81,7.71,59.11,71.2
2,0,5,0,2,1,3,1,8,4,0.19,15.75,18.9,20.5
2,2,4,0,1,1,31,1,13,5,0.35,45.17,770.15,300.0
3,0,1,0,4,2,15,4,9,3,0.76,5.44,20.4,21.1
4,0,1,1,1,1,30,7,15,0,0.33,6.99,29.96,32.8
5,2,3,1,1,1,23,4,8,6,0.66,24.09,96.96,108.2
4,2,2,1,2,1,16,7,8,2,0.47,33.75,65.57,72.1
5,1,1,0,1,1,4,3,18,5,0.67,9.86,13.15,13.5
4,1,1,1,1,1,40,3,18,5,0.23,17.69,235.87,246.1
0,2,2,1,2,0,27,6,12,4,0.39,47.82,182.91,200.4
0,0,2,0,1,0,19,7,9,6,0.54,8.32,19.2,22.4
4,1,3,1,1,1,36,6,17,2,0.15,14.52,60.98,61.4
0,1,1,0,1,1,12,1,10,6,0.24,18.12,217.44,227.0
4,1,2,1,2,1,29,2,17,1,0.53,19.83,244.4,265.5
4,1,5,0,1,1,27,4,15,5,0.43,12.92,34.88,39.1
2,1,4,0,2,2,1,3,9,1,0.8,37.2,6.82,6.1
1,0,3,1,1,2,7,1,10,0,0.19,9.9,48.51,48.9
0,1,3,0,1,0,3,6,8,0,0.69,18.37,6.43,9.0
0,0,4,1,1,1,16,5,9,5,0.44,10.73,18.88,23.6
3,0,2,1,1,1,23,3,15,4,0.18,5.99,39.03,42.7
0,1,5,0,2,0,33,1,12,1,0.21,19.5,257.4,266.1
5,1,1,1,1,0,43,4,11,5,0.46,14.16,152.22,166.5
1,0,1,1,1,1,7,3,11,6,0.7,9.07,21.16,25.6
4,1,2,1,2,1,1,6,9,1,0.27,23.37,3.31,3.3
0,0,2,1,2,1,8,2,9,6,0.82,14.13,48.04,56.6
2,0,2,1,2,1,35,5,11,6,0.45,18.34,109.12,121.9
1,0,1,1,2,1,40,1,20,4,0.26,9.82,392.8,300.0
0,0,5,0,1,1,2,1,19,4,0.61,7.47,5.98,7.3
3,1,2,1,2,2,36,4,16,0,0.52,12.43,95.09,103.2
5,1,4,1,2,1,41,2,10,0,0.43,16.38,184.68,200.4
0,1,3,1,3,1,20,5,12,1,0.75,24.68,69.1,80.7
1,2,1,1,1,2,3,3,16,2,0.24,36.52,36.52,39.4
3,0,2,1,3,1,41,4,20,0,0.67,8.61,75.01,88.4
4,1,1,1,1,1,32,6,13,2,0.7,19.48,103.89,112.8
0,2,2,1,1,1,5,7,12,2,0.26,30.38,18.44,19.8
0,0,1,0,1,1,49,4,13,6,0.3,6.88,84.28,87.7
0,1,1,1,1,2,44,6,20,3,0.55,22.32,163.68,178.1
0,0,3,1,1,2,12,6,9,6,0.44,13.64,19.1,20.7
0,2,4,1,1,1,26,6,10,0,0.93,29.92,71.31,85.9
1,1,3,0,1,1,10,5,15,0,0.37,14.43,20.2,20.1
2,1,1,1,1,1,0,1,8,2,0.52,29.13,2.0,3.1
2,2,2,1,1,1,19,5,11,3,0.17,42.64,137.73,142.2
0,1,1,0,1,1,20,5,13,5,0.23,14.01,56.04,58.3
2,0,2,1,3,1,0,2,18,5,0.63,18.76,2.0,4.3
0,0,2,1,1,2,40,6,16,2,0.41,12.13,68.74,74.9
0,1,2,1,1,2,21,5,18,5,0.95,21.81,77.86,95.0
1,1,3,1,1,1,7,4,9,3,0.62,16.45,20.15,26.2
0,2,2,1,1,1,39,2,10,3,0.65,34.95,579.3,300.0
4,1,1,1,1,1,34,2,13,4,0.78,16.02,272.34,300.0
0,1,2,0,1,1,8,7,17,0,0.3,15.67,15.22,18.4
4,0,2,0,1,1,5,3,19,3,0.37,4.68,6.63,10.3
2,0,1,1,1,1,49,6,11,3,0.78,15.01,122.58,138.8
2,0,3,1,3,2,33,6,12,4,0.41,22.69,87.36,95.9
3,1,1,1,1,1,10,1,13,0,0.18,8.15,81.5,88.3
0,1,3,1,1,2,39,3,18,5,0.4,22.06,200.75,211.6
0,1,1,0,1,1,46,5,8,5,0.81,16.7,153.64,174.7
1,2,1,1,1,1,40,1,12,3,0.78,30.81,1232.4,300.0
2,1,3,1,2,1,45,5,8,2,0.75,30.98,195.17,219.6
2,0,2,0,1,1,10,4,11,0,0.2,12.98,27.58,31.1
3,1,2,0,2,1,39,1,12,0,0.72,7.37,244.32,272.4
0,2,1,1,1,1,36,6,15,3,0.22,32.34,194.04,203.3
5,0,1,0,1,1,43,1,15,4,0.46,3.87,166.41,174.6
0,2,2,0,4,2,43,1,10,0,0.35,50.0,1827.5,300.0
0,0,5,1,1,1,35,1,14,5,0.48,10.7,149.8,163.7
5,1,3,1,4,1,48,2,14,5,0.79,19.22,322.9,300.0
0,1,1,0,2,1,21,3,12,5,0.25,21.88,153.16,162.2
5,1,2,1,2,2,39,3,15,2,0.22,18.64,205.97,216.4
0,2,2,1,1,1,37,4,15,3,0.7,35.81,281.56,300.0
0,1,2,1,1,1,40,1,10,4,0.23,17.76,603.84,300.0
0,0,1,0,2,2,24,6,17,3,0.99,11.13,44.52,52.2
2,1,3,1,2,1,14,1,16,5,0.85,34.93,342.31,300.0
2,0,2,1,2,1,38,4,13,0,0.42,20.02,161.66,173.7
0,2,5,0,1,2,13,1,9,4,0.68,33.69,175.19,196.4
0,0,3,1,1,1,38,3,20,2,0.37,9.8,86.89,89.6
0,0,1,0,2,1,46,3,15,0,0.72,9.14,140.15,159.3
1,0,2,0,1,1,29,1,19,1,0.41,6.77,166.88,178.4
5,2,2,1,1,1,26,1,20,0,0.4,21.83,482.44,300.0
1,2,2,1,1,2,22,7,20,5,0.48,35.53,94.92,104.7
4,0,2,0,2,2,23,4,18,6,0.83,7.33,35.83,41.5
0,0,2,1,2,1,28,6,9,1,0.63,11.35,45.02,50.5
0,0,4,0,1,1,7,5,16,0,0.17,9.2,7.08,5.4
2,1,2,1,2,2,38,2,9,1,0.67,37.39,603.85,300.0
4,0,3,0,3,2,41,5,20,4,0.88,9.18,52.69,60.6
4,0,2,1,1,1,26,4,19,5,0.88,7.2,39.78,47.4
2,0,2,1,1,1,26,6,8,1,0.43,16.75,61.7,71.1
1,0,2,1,2,1,34,7,10,3,0.71,11.91,49.17,58.9
0,1,3,0,1,1,11,6,20,5,0.14,17.8,22.84,23.0
3,2,2,0,1,2,27,2,17,0,0.52,17.25,197.94,213.3
1,1,1,0,1,1,27,6,8,1,0.73,13.31,59.9,67.1
4,0,2,0,1,2,32,1,8,2,0.43,5.18,140.9,149.1
3,0,1,1,1,1,27,4,14,6,0.47,6.06,40.9,45.4
4,0,2,1,1,1,1,2,11,6,0.4,7.39,3.14,2.6
2,2,2,0,6,1,26,5,14,3,0.14,50.0,221.0,226.2
4,0,5,0,1,0,32,7,17,1,0.13,4.65,8.5,8.8
1,0,1,1,1,1,42,3,21,2,0.25,7.88,110.32,120.4
2,0,5,1,2,0,4,4,14,1,0.74,20.78,8.31,11.0
0,1,1,0,3,2,26,3,14,6,0.4,28.25,244.83,260.2
3,0,4,1,3,2,46,5,18,5,0.79,10.21,51.66,61.9
2,1,4,0,2,1,10,1,18,6,0.21,29.25,160.88,166.6
4,2,1,1,1,1,6,4,9,1,0.78,25.46,38.19,44.5
3,0,1,1,2,1,38,5,14,5,0.3,6.49,49.32,54.1
3,0,1,1,1,1,48,3,13,4,0.62,6.06,96.96,109.3
0,1,2,1,1,2,17,4,9,5,0.74,23.12,83.52,92.1
5,0,2,1,1,1,30,1,19,4,0.76,7.25,184.88,209.8
0,1,3,1,1,0,27,6,16,1,0.32,18.94,59.66,63.7
4,1,3,0,1,0,24,6,14,6,0.62,14.15,39.62,43.7
2,1,3,1,2,1,38,7,18,4,0.58,29.39,111.68,123.9
4,0,3,1,1,0,40,7,13,1,0.15,8.52,34.08,36.7
2,2,1,1,2,1,17,1,19,2,0.61,50.0,850.0,300.0
3,1,3,1,1,1,36,3,14,3,0.76,8.64,72.58,82.0
1,1,2,1,1,1,19,2,19,0,0.8,16.14,130.33,146.7
3,2,5,0,1,1,42,5,18,6,0.74,15.05,50.57,56.1
1,1,2,0,1,1,41,6,11,4,0.82,14.99,87.07,99.0
3,1,2,1,4,1,28,3,13,3,0.7,12.62,100.12,111.7
0,0,2,0,1,1,3,5,9,1,0.83,7.35,3.75,3.3
3,0,3,0,2,2,1,1,20,4,0.25,3.79,2.65,4.7
1,1,2,1,1,1,10,1,21,4,0.12,18.6,158.1,163.5
1,1,2,0,1,2,18,6,14,3,0.56,17.55,44.75,46.8
4,1,1,0,1,1,30,2,12,6,0.93,12.68,190.2,219.8
4,1,2,1,4,2,3,2,15,1,0.54,35.08,44.73,51.4
3,0,3,0,1,1,20,1,21,2,0.9,3.0,42.0,47.2
5,0,2,0,1,1,21,1,16,1,0.69,4.19,74.79,87.2
0,0,3,1,1,1,23,2,16,2,0.82,10.88,87.58,101.3
1,1,2,1,1,0,7,7,19,5,0.13,18.96,16.12,20.1
1,0,3,1,2,1,44,5,13,4,0.95,11.95,73.61,86.1
1,1,4,0,2,0,5,1,11,5,0.92,16.76,46.09,53.8
1,1,1,1,1,2,25,2,8,0,0.67,21.97,274.62,300.0
3,2,2,0,1,1,4,7,13,3,0.73,12.01,5.83,8.1
1,1,2,1,1,1,22,3,18,4,0.33,18.86,117.56,123.8
1,0,2,1,1,1,30,3,16,5,0.3,9.02,76.67,82.2
2,0,2,1,1,2,23,5,10,5,0.75,18.83,73.63,84.8
