service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
0,1,0,2,2,25,4,14,3,8.59,42.35,57.4
1,1,1,1,1,36,6,13,1,18.71,85.47,112.0
0,3,1,2,1,11,1,13,5,12.14,69.18,91.2
1,3,1,2,1,25,2,10,0,19.96,129.21,146.8
1,4,0,1,1,10,2,12,0,13.25,29.97,31.4
1,4,1,1,1,7,6,12,6,19.2,14.52,19.7
0,2,0,3,2,31,5,13,2,12.51,49.98,66.8
0,2,0,1,1,39,2,17,6,5.94,71.81,91.1
1,2,1,1,2,30,1,17,5,22.85,415.37,240.0
0,3,0,1,1,16,6,16,2,6.51,8.93,8.8
0,1,1,1,1,23,4,9,1,9.68,40.61,41.4
2,2,1,1,1,21,6,12,4,33.5,81.8,96.3
2,1,1,1,1,17,1,16,6,35.0,430.38,240.0
2,2,0,1,0,21,3,12,0,34.91,157.04,177.0
2,1,1,1,1,24,4,9,2,26.88,116.37,114.7
2,2,0,1,1,24,5,16,4,24.14,69.63,74.6
1,2,0,1,0,32,5,18,2,17.62,77.37,92.7
0,2,1,1,1,41,2,15,5,9.56,120.03,157.7
2,5,1,1,1,34,5,14,1,31.98,71.05,98.1
2,2,1,1,0,13,1,18,0,35.0,284.6,240.0
0,3,1,1,1,14,6,13,3,9.92,16.57,22.8
0,3,1,3,2,35,2,10,6,20.48,184.01,186.3
0,4,1,1,2,27,1,16,6,10.5,116.62,119.9
2,2,1,1,1,34,1,17,2,32.63,672.74,240.0
1,1,0,3,1,20,4,17,1,23.33,89.76,108.0
0,5,0,1,1,14,2,14,0,5.25,78.0,106.2
0,2,1,1,1,14,5,12,6,9.27,19.06,20.9
2,1,0,1,1,9,6,18,4,28.19,39.22,48.0
1,4,1,1,1,17,5,16,0,17.9,24.19,28.5
0,1,1,2,1,18,1,16,1,13.44,193.17,194.0
0,2,1,1,1,15,6,18,0,9.07,17.23,22.4
0,3,1,2,1,31,2,11,6,10.69,86.06,88.8
0,3,1,1,0,24,4,10,6,9.78,32.05,34.7
1,1,1,4,2,12,1,17,3,35.0,307.88,240.0
1,1,1,2,1,23,1,15,0,21.61,354.9,240.0
0,4,1,2,1,14,5,9,6,12.66,16.85,19.5
1,2,0,1,1,43,1,11,5,12.55,333.3,240.0
0,3,1,1,2,31,3,15,5,12.51,172.67,226.8
2,2,1,1,1,14,5,10,4,27.6,48.08,54.6
0,3,0,1,1,26,2,12,3,5.82,39.11,41.4
0,1,0,1,1,18,3,13,5,6.57,31.53,40.4
0,1,1,2,0,36,4,11,1,11.32,71.78,74.0
0,5,0,1,1,37,6,11,5,5.14,9.78,10.2
0,1,1,1,1,31,3,14,2,10.4,78.47,107.6
0,5,0,1,1,24,2,17,6,6.25,32.82,38.6
1,4,0,1,1,31,4,16,0,15.79,48.29,52.4
0,3,0,1,2,38,2,12,5,8.62,83.95,86.9
0,2,1,1,1,39,2,9,4,10.55,124.69,143.3
2,1,0,1,0,20,1,15,3,34.25,492.98,240.0
0,2,0,1,1,40,1,15,2,5.31,129.22,169.6
1,3,1,1,1,34,3,10,5,17.65,102.57,107.9
0,3,1,3,1,21,1,11,3,15.19,175.03,176.2
0,1,0,2,1,36,1,9,1,8.22,218.74,215.6
0,2,1,1,0,10,4,16,1,10.05,18.38,19.6
0,2,0,1,2,43,6,10,6,7.56,32.46,35.7
2,3,0,2,2,13,3,17,3,35.0,85.96,103.2
0,3,1,1,1,45,5,10,3,10.65,48.17,48.6
1,3,1,2,1,35,2,15,5,21.66,193.59,240.0
1,1,0,1,0,5,3,15,3,14.76,24.03,36.7
0,1,0,2,0,19,2,15,5,7.11,50.39,63.6
1,1,1,1,0,38,5,11,1,19.19,106.28,105.6
0,1,0,1,2,17,2,13,0,7.08,46.32,62.6
1,2,1,2,2,32,5,16,2,23.91,93.91,95.7
1,1,1,1,2,25,2,11,4,24.99,230.18,240.0
0,1,1,1,2,7,1,9,5,11.04,73.22,75.0
0,1,1,1,1,38,6,11,0,8.9,39.69,48.7
0,2,0,1,2,41,3,10,2,8.46,72.34,77.6
0,4,1,1,1,23,2,12,1,9.6,46.94,46.9
0,5,1,1,1,38,6,17,2,9.13,24.97,33.7
2,1,0,1,0,15,6,9,6,28.8,53.04,56.0
0,3,0,1,2,40,1,13,0,6.75,135.14,177.5
0,2,0,1,1,27,3,13,2,6.62,39.8,52.3
0,2,1,2,1,19,1,10,6,13.56,161.86,163.3
0,2,0,1,1,5,5,10,3,6.65,5.28,6.3
0,4,1,1,1,26,1,10,2,8.79,92.06,95.7
0,2,0,1,1,41,6,11,0,6.67,28.52,32.7
0,1,1,4,1,34,2,18,5,19.03,233.5,240.0
0,3,0,1,2,28,6,9,6,8.06,20.15,21.3
1,2,0,3,0,3,4,12,2,21.41,16.66,16.6
2,1,1,2,1,18,5,16,3,35.0,90.6,93.2
0,2,0,1,0,14,3,12,6,7.48,23.28,20.3
1,3,1,1,1,29,5,12,1,15.7,51.59,54.7
0,1,0,1,0,35,2,17,0,7.23,91.07,108.9
1,4,1,1,1,12,2,17,4,16.37,370.83,240.0
0,3,1,1,1,12,2,12,5,8.45,28.41,30.9
1,2,1,2,2,12,1,13,1,31.04,233.42,240.0
2,1,0,1,1,15,3,14,4,30.48,485.59,240.0
1,2,1,1,2,7,5,9,5,19.7,18.5,19.7
1,2,1,1,0,26,3,16,4,17.7,97.17,113.2
1,3,0,1,1,18,3,13,0,13.95,47.1,64.4
0,1,1,1,1,1,6,14,4,10.72,5.86,14.1
1,2,1,1,1,32,5,18,4,19.1,79.14,96.6
0,2,1,2,2,25,1,17,1,15.37,271.34,240.0
0,2,1,1,1,10,1,18,6,10.73,232.51,240.0
0,1,1,1,1,22,3,13,1,8.39,46.88,66.1
1,2,1,1,1,17,3,18,6,19.63,97.9,115.9
0,2,1,1,1,40,6,14,6,10.9,48.01,64.7
1,4,1,1,0,6,5,10,3,18.66,13.92,17.6
1,2,1,2,1,4,2,18,6,18.88,28.64,37.7
0,2,0,1,1,15,5,12,2,5.5,13.11,12.8
0,2,0,2,2,7,3,17,2,8.75,16.16,18.7
2,1,0,1,1,35,5,17,5,24.09,125.55,148.5
2,1,1,2,0,24,1,15,1,35.0,601.88,240.0
0,3,0,1,1,37,1,10,2,5.33,102.87,104.5
0,2,0,1,2,37,1,13,5,7.36,164.56,217.5
0,4,1,2,1,9,5,16,3,10.56,8.01,10.8
0,4,1,1,1,45,4,18,4,10.06,47.67,60.1
0,1,0,1,2,27,2,10,2,8.27,80.71,81.1
2,1,0,4,1,32,1,15,2,35.0,797.88,240.0
2,2,1,1,1,2,5,17,2,31.63,17.12,23.0
1,1,0,2,0,18,4,9,0,21.23,71.04,82.4
0,3,0,1,1,36,1,15,5,5.42,98.88,128.5
0,1,0,2,1,10,2,13,6,7.99,30.78,46.5
1,4,1,1,1,28,2,13,3,19.92,114.64,149.0
1,2,0,1,2,30,3,18,3,17.39,133.07,159.7
0,1,1,1,1,3,6,15,6,10.43,7.56,14.8
1,2,0,1,2,31,2,9,6,18.57,174.39,177.6
1,2,1,1,1,3,5,9,1,14.9,6.86,6.4
1,3,1,1,1,12,1,15,6,14.99,92.87,122.3
1,2,1,2,1,7,5,9,6,23.45,20.4,22.5
1,5,1,1,1,22,4,10,6,15.96,25.29,26.1
0,2,1,1,1,6,4,9,3,10.38,12.66,13.9
1,3,1,1,1,44,6,9,6,19.44,72.11,73.4
0,1,0,1,0,1,5,16,3,6.59,2.0,2.0
0,3,1,1,1,19,4,13,0,10.51,29.39,40.5
0,2,1,1,2,14,6,14,5,12.08,21.71,32.0
0,2,0,2,0,30,3,12,6,7.65,49.61,52.1
2,2,1,1,1,11,1,17,0,33.78,234.32,240.0
0,2,1,1,1,23,5,11,4,10.14,28.07,35.0
2,4,1,4,1,0,2,13,1,35.0,10.9,16.9
0,2,1,1,0,10,1,16,3,10.82,71.45,74.7
0,1,1,2,2,14,4,13,5,15.8,45.1,62.5
1,3,1,1,1,30,3,16,3,16.43,82.44,86.8
0,2,1,1,1,21,4,11,6,9.16,31.48,36.1
1,2,1,1,2,23,2,15,3,24.85,179.07,238.9
0,3,1,3,2,31,5,9,1,15.98,49.68,51.4
1,2,0,2,2,37,5,17,0,18.84,89.11,108.3
0,2,1,2,1,41,2,10,2,12.42,156.57,158.7
1,4,1,3,2,43,3,17,1,35.0,204.13,240.0
0,1,0,1,2,0,1,15,4,8.02,2.41,3.4
1,1,1,2,1,0,3,9,4,24.81,5.01,10.7
1,4,0,2,1,39,5,18,5,17.26,58.19,71.6
0,3,1,4,2,4,5,9,5,23.52,10.82,14.8
0,1,1,1,1,7,2,9,6,8.35,22.36,24.4
1,1,1,1,1,9,4,16,0,18.85,31.66,41.1
2,3,0,3,1,40,1,11,1,35.0,699.87,240.0
0,2,1,3,1,22,4,18,1,16.08,67.9,87.7
1,4,0,1,0,44,1,17,5,17.66,304.83,240.0
1,4,1,1,1,15,6,16,6,16.06,18.07,22.2
1,1,0,1,1,33,6,16,5,13.58,53.36,55.7
2,5,1,3,1,9,6,16,6,35.0,18.01,26.0
1,3,1,1,0,13,6,11,2,18.83,22.22,26.0
1,3,0,2,1,6,1,10,1,15.51,62.56,65.9
1,2,1,2,0,2,4,10,6,24.19,16.72,20.8
0,2,1,2,1,40,6,11,0,11.69,46.79,53.0
1,2,0,1,1,3,4,18,2,12.07,13.26,17.4
2,2,0,1,0,22,5,16,2,31.9,90.19,91.5
1,4,1,2,1,7,3,13,6,21.49,27.06,39.1
0,2,0,2,1,15,1,11,1,7.9,85.46,86.3
0,1,0,2,1,39,2,14,5,7.89,111.93,144.8
1,3,0,1,1,23,6,11,4,15.81,32.78,37.5
1,1,1,1,1,20,3,9,6,18.29,93.1,95.5
0,4,0,1,1,17,3,13,3,6.42,17.27,26.9
0,2,1,2,1,17,2,14,6,12.22,67.2,86.5
1,5,1,2,0,30,2,15,1,24.85,113.39,150.2
1,1,1,2,2,37,4,12,1,27.48,186.74,190.7
1,2,1,1,1,16,5,14,4,15.42,35.11,48.7
2,1,0,1,1,32,2,14,3,30.24,349.97,240.0
0,2,1,1,0,37,6,13,4,10.52,43.87,60.7
2,2,1,2,1,9,2,11,5,35.0,128.01,129.7
1,2,0,1,1,4,4,12,6,15.54,14.47,13.8
2,2,1,1,1,36,2,16,2,28.72,317.59,240.0
0,1,0,1,2,22,1,18,0,7.01,110.93,132.2
0,1,1,3,0,18,3,11,1,16.63,71.9,75.4
1,4,0,1,0,29,2,12,2,15.05,89.0,89.3
2,3,0,1,1,2,4,16,4,27.54,15.7,22.2
1,3,1,1,1,6,2,15,4,15.77,28.66,41.5
1,1,1,1,2,38,5,16,2,23.36,125.75,124.3
0,1,1,2,0,20,5,12,1,12.47,39.67,42.2
1,1,1,1,2,38,3,11,0,23.91,216.0,240.0
1,2,1,1,1,36,3,17,0,15.25,113.76,136.1
1,2,1,1,1,43,3,11,0,16.88,145.4,164.6
1,1,1,2,1,10,5,10,2,20.71,29.67,32.2
0,2,1,1,1,12,2,13,3,8.26,33.22,49.5
1,2,1,2,1,45,6,16,1,21.23,95.14,96.2
0,3,0,1,2,36,1,13,6,6.86,123.69,160.3
2,3,1,1,1,31,1,10,4,32.56,507.18,240.0
1,2,0,1,2,21,6,10,2,18.49,39.02,37.0
1,1,0,4,1,13,5,10,3,23.85,48.6,52.9
2,2,1,3,1,8,1,9,2,35.0,180.48,182.6
0,1,0,3,0,43,3,15,2,10.97,114.46,149.2
0,2,0,2,0,24,6,15,4,9.45,26.6,36.8
1,2,1,1,1,18,1,9,1,17.16,214.89,220.2
0,1,1,2,0,44,3,14,4,11.14,117.79,158.1
0,2,1,1,1,8,2,17,4,9.41,25.39,36.1
2,2,1,1,1,3,3,9,2,33.26,29.06,33.9
1,3,1,4,1,35,6,9,2,35.0,104.13,101.6
0,1,1,1,1,40,3,18,1,10.51,103.63,126.8
0,1,0,1,1,27,1,17,1,6.27,121.38,146.3
0,3,1,3,1,18,5,9,0,13.2,24.57,32.2
1,1,1,1,1,5,5,14,1,15.01,17.1,27.1
0,1,0,1,0,10,3,9,3,7.55,18.23,18.8
2,2,1,1,1,30,6,18,4,32.85,108.54,128.9
1,3,0,1,0,20,2,11,6,13.92,73.67,73.6
0,2,1,3,1,7,3,11,0,12.91,23.84,27.2
0,2,0,1,1,1,5,16,5,5.27,2.0,2.0
1,1,1,1,1,22,1,18,3,18.59,292.96,240.0
0,3,1,1,1,19,2,12,1,10.08,51.53,51.9
1,2,1,2,0,45,1,14,4,20.96,569.64,240.0
2,3,1,2,1,6,3,9,0,35.0,37.22,43.4
0,2,0,1,1,31,2,10,5,6.17,57.88,62.7
0,2,0,1,0,27,4,15,2,6.8,31.48,41.0
1,2,0,2,1,16,2,12,6,17.43,221.76,224.2
0,1,0,2,1,43,4,12,5,8.6,67.48,72.4
0,1,1,2,1,33,3,12,4,11.39,91.27,101.2
0,2,1,3,1,2,6,13,5,14.3,9.49,16.2
2,3,0,1,0,4,3,9,5,26.27,20.5,24.8
2,5,1,1,1,16,2,16,1,27.27,68.19,70.7
0,2,1,3,2,42,2,17,1,17.84,248.77,240.0
1,1,0,4,1,38,5,14,2,21.16,120.73,158.8
0,5,1,2,0,26,1,13,1,13.67,103.98,138.1
1,2,0,1,1,15,6,13,4,12.53,22.75,29.5
0,1,1,1,1,21,6,17,5,9.88,27.26,30.4
0,5,0,4,1,42,1,13,2,8.97,109.98,150.4
1,1,1,2,1,28,3,13,5,23.81,163.71,220.8
0,3,0,1,1,42,2,10,3,6.51,67.98,70.4
0,1,0,1,1,20,6,13,5,5.38,14.59,19.0
1,3,1,1,0,1,3,14,6,18.45,9.21,12.9
1,5,0,1,0,38,5,11,0,16.7,36.05,45.0
1,5,0,3,1,35,4,12,5,22.87,63.95,65.7
2,1,1,2,2,27,2,16,0,35.0,365.05,240.0
0,3,1,1,1,17,2,17,3,8.8,44.6,57.8
0,3,0,1,1,18,1,10,1,5.41,56.6,59.6
0,3,1,2,1,20,5,15,0,12.53,29.85,42.9
0,2,1,1,2,20,2,9,4,11.56,72.92,83.2
0,2,1,1,1,37,3,16,4,9.26,68.73,78.8
1,2,1,1,1,0,5,15,0,15.61,5.18,8.4
0,3,1,1,1,4,4,14,1,9.55,8.63,15.3
0,3,0,1,1,32,6,13,4,6.48,20.73,25.3
0,1,1,1,0,0,6,12,5,11.43,5.07,5.0
0,2,1,2,1,28,4,16,6,10.48,44.74,49.4
1,1,1,2,1,31,6,12,5,21.88,86.57,85.0
0,1,1,1,1,3,5,16,4,9.2,5.25,8.2
0,2,0,4,1,17,2,9,6,9.14,47.6,49.4
2,3,1,1,1,18,4,15,1,32.33,83.35,110.9
1,4,1,1,1,8,1,12,2,15.64,53.2,54.7
1,2,1,1,1,30,2,11,2,15.03,147.16,153.5
1,3,0,4,1,38,3,13,2,25.3,599.58,240.0
1,2,1,2,0,19,6,14,1,22.31,48.82,69.6
0,4,1,4,1,41,1,11,3,17.83,325.4,240.0
0,3,1,2,1,0,5,15,1,12.35,4.62,7.6
1,2,1,2,1,41,4,12,2,24.07,154.49,152.7
0,2,1,3,1,18,5,11,6,15.86,35.44,37.2
0,1,1,1,2,13,5,12,5,10.61,22.49,27.3
0,1,0,1,2,19,4,10,6,8.05,27.19,30.7
0,4,0,1,1,32,6,11,3,5.54,12.12,14.1
2,1,1,1,1,19,1,12,2,35.0,479.37,240.0
0,1,1,1,1,43,4,11,5,9.75,74.46,75.3
0,1,0,1,1,4,6,17,2,5.27,4.86,5.5
1,3,1,1,0,11,5,18,5,21.06,28.59,35.4
1,1,1,1,2,13,3,11,2,24.98,82.79,86.3
1,1,0,1,1,26,4,12,6,15.09,74.15,74.5
0,4,0,1,1,31,6,18,4,5.99,14.88,24.2
0,4,1,1,2,45,2,13,1,11.45,104.5,137.9
1,2,1,3,1,22,5,12,4,28.13,83.64,98.8
0,1,0,1,2,41,5,9,1,6.53,39.11,39.4
0,3,1,1,1,29,3,15,3,8.12,42.56,57.8
2,4,0,1,1,39,4,15,2,28.18,115.85,151.7
0,5,0,2,1,13,3,18,0,8.34,21.42,26.6
0,1,1,1,0,42,5,14,4,9.61,61.21,79.2
0,2,1,1,1,22,1,10,0,8.66,117.07,136.1
0,2,1,1,2,0,5,10,0,10.2,2.0,5.1
0,1,1,1,1,5,5,13,0,8.1,9.52,15.3
0,3,1,1,2,34,4,11,1,12.91,54.77,60.0
0,3,0,1,0,30,5,9,3,5.9,17.6,21.4
0,5,1,1,1,11,2,12,5,10.89,20.48,22.7
0,1,1,1,2,10,5,15,1,12.02,20.8,31.0
1,1,1,1,0,10,5,9,2,21.87,33.4,35.4
1,3,0,1,2,35,3,17,5,19.29,370.89,240.0
0,2,1,2,0,28,3,12,3,12.54,73.5,78.1
2,2,1,1,2,45,1,15,1,35.0,951.0,240.0
1,2,0,1,1,0,1,9,4,15.26,14.74,21.0
1,2,1,1,1,23,2,10,2,18.59,139.47,140.5
0,1,1,1,1,45,5,16,3,8.99,58.0,59.1
1,2,0,2,0,44,3,16,2,22.12,201.53,203.3
2,1,1,1,2,36,3,17,1,35.0,305.1,240.0
0,5,1,2,1,16,2,15,3,13.34,34.5,45.6
1,3,1,4,1,3,5,11,1,31.54,10.15,14.1
1,3,1,1,1,0,5,14,2,16.3,5.83,10.2
0,5,1,1,2,25,4,13,0,11.44,24.6,32.5
0,1,0,1,1,17,2,11,0,6.85,41.84,47.9
0,1,1,1,0,43,6,17,2,10.45,56.38,70.1
0,3,0,1,0,1,3,13,2,6.75,5.3,10.5
0,4,0,2,1,40,3,17,0,7.07,39.31,44.6
1,1,1,1,0,5,5,18,3,19.44,19.77,28.9
1,4,1,1,0,42,1,12,0,18.38,304.0,240.0
2,2,1,1,2,29,4,16,3,35.0,160.92,167.1
1,2,1,1,1,1,5,10,6,17.36,8.2,11.9
0,4,0,2,1,25,3,18,0,8.13,29.57,38.4
0,1,1,1,1,15,3,10,5,8.36,31.42,32.9
2,2,1,1,1,23,5,10,5,29.2,82.58,87.6
0,2,0,1,2,45,5,15,1,6.4,38.23,49.9
1,1,0,1,1,42,2,12,6,12.99,196.73,194.1
0,2,1,1,2,12,2,15,2,12.04,47.55,69.3
0,1,0,1,0,35,3,16,0,5.81,49.27,59.0
0,2,1,1,1,43,3,11,1,10.9,95.74,99.5
0,2,1,3,0,45,1,18,2,16.43,467.07,240.0
1,2,0,1,2,20,5,16,5,16.23,39.07,44.4
1,1,1,1,1,9,1,15,5,16.73,112.37,149.5
0,1,0,1,1,37,4,9,6,6.05,39.57,41.3
1,1,1,3,1,34,6,9,3,26.4,105.69,107.6
0,1,1,4,1,21,5,10,5,16.03,47.75,54.1
0,1,1,4,1,44,2,11,6,18.36,285.3,240.0
2,1,1,1,1,33,2,15,5,27.94,331.94,240.0
0,1,1,3,1,10,1,9,1,14.52,125.7,129.1
1,2,1,1,2,41,6,17,5,19.36,84.9,102.6
1,1,1,3,1,6,1,18,5,26.14,119.01,142.4
0,1,0,1,0,40,2,12,2,7.08,101.97,103.6
0,2,0,1,1,37,4,16,3,6.07,34.4,34.5
0,1,0,1,1,30,3,13,0,5.3,39.41,54.7
0,1,0,3,1,34,3,11,1,7.97,66.13,66.4
1,3,1,1,1,0,3,11,1,16.77,2.0,5.8
0,2,0,3,1,8,1,11,0,9.52,49.12,60.4
0,1,1,3,1,5,1,14,4,12.26,48.71,64.1
1,1,1,1,1,28,4,13,5,19.91,103.6,133.1
1,5,1,4,1,39,2,17,4,34.87,252.07,240.0
1,1,1,2,1,28,1,9,5,20.8,414.1,240.0
1,4,1,1,1,9,3,10,5,14.98,19.03,22.5
1,1,1,1,0,21,5,15,3,16.47,54.85,75.9
1,4,0,1,2,28,5,14,0,18.99,48.56,62.9
0,2,1,1,1,9,6,17,0,8.68,10.85,16.1
1,2,1,1,1,24,4,13,2,18.02,71.67,94.1
0,1,0,1,1,23,2,10,1,6.34,53.1,57.9
2,4,0,2,1,22,3,18,2,35.0,110.01,132.6
0,2,0,1,1,4,3,10,1,5.76,4.97,4.9
2,3,1,1,1,43,4,10,2,28.33,150.61,152.9
1,2,0,1,1,39,2,18,2,15.81,189.11,226.5
1,1,1,1,1,26,1,9,2,20.06,371.12,240.0
0,3,1,1,2,42,6,13,5,13.37,50.36,69.5
0,1,1,1,1,42,4,13,1,10.46,80.87,107.2
1,1,0,3,1,22,6,17,6,18.78,51.95,63.2
0,3,1,3,1,37,1,18,4,12.78,236.69,240.0
2,1,1,1,1,1,2,18,6,34.55,23.0,31.3
1,4,1,2,1,12,2,11,0,24.75,66.31,78.6
1,1,1,2,1,26,4,12,4,24.95,122.72,139.7
0,3,1,1,2,17,2,10,2,10.81,50.08,56.4
0,2,1,1,1,7,5,12,6,8.89,12.02,13.0
1,3,1,2,2,36,5,13,1,23.54,92.08,124.1
0,2,0,2,1,6,4,12,2,7.51,10.39,10.2
2,2,0,1,2,15,5,9,0,35.0,67.91,75.5
1,5,0,1,2,17,2,11,1,18.08,53.86,54.5
0,3,0,1,1,15,6,15,1,5.3,33.76,46.4
1,2,0,1,1,42,1,14,1,16.1,408.98,240.0
1,1,1,1,1,29,2,15,1,19.39,203.18,240.0
1,4,1,3,0,13,5,9,4,32.27,40.08,52.4
1,2,1,1,0,13,5,18,6,19.22,36.4,43.3
0,1,1,1,1,15,4,18,1,8.55,25.71,34.8
0,1,0,1,2,36,6,9,6,7.08,30.15,33.8
1,2,0,1,1,20,3,18,2,14.2,61.0,73.7
0,2,1,2,1,7,6,16,1,11.32,10.68,13.5
1,2,1,1,1,39,1,13,2,17.74,417.21,240.0
1,2,1,2,2,29,2,15,3,28.31,253.91,240.0
2,1,1,1,1,4,3,9,6,32.39,37.53,39.5
2,1,0,1,1,12,3,17,3,24.67,77.19,93.9
1,2,1,4,1,3,4,16,6,34.79,18.38,19.1
0,1,1,1,0,38,4,15,5,10.37,72.77,95.0
0,2,0,1,1,5,4,17,6,5.31,8.37,12.4
0,1,1,2,2,44,5,18,3,15.12,97.44,118.0
0,1,1,1,0,27,4,15,1,9.2,46.37,63.4
1,1,1,1,2,17,4,18,1,20.45,68.11,81.9
1,1,1,1,2,30,2,13,1,23.28,252.52,240.0
0,1,0,1,1,21,3,11,0,6.54,35.05,38.9
0,2,1,1,2,26,6,14,2,12.98,38.51,50.7
1,1,1,1,1,28,6,15,6,17.92,64.19,87.4
2,4,1,1,1,34,2,17,4,33.51,230.39,240.0
0,2,1,1,1,34,1,15,5,9.83,203.56,240.0
0,2,1,1,1,37,5,11,2,8.41,37.53,38.3
2,1,0,1,2,12,5,17,5,34.56,68.91,81.4
0,4,0,1,1,13,5,15,5,5.33,7.72,15.0
1,3,0,1,0,31,2,17,3,13.77,108.78,130.3
1,1,1,2,1,15,4,10,1,23.58,69.06,72.3
0,3,1,1,1,31,5,14,6,8.34,30.25,40.2
0,1,1,2,1,5,3,13,4,10.89,17.96,22.4
2,2,1,2,1,40,6,9,4,35.0,140.42,161.0
0,4,0,2,1,40,5,13,6,7.34,26.79,37.5
0,4,0,2,1,44,5,10,0,6.4,22.8,26.3
1,1,1,1,0,15,6,14,2,21.28,45.27,58.2
0,4,1,1,1,7,3,10,5,10.65,10.42,16.2
1,1,0,1,2,35,5,10,6,15.39,76.34,75.1
2,4,1,1,1,21,4,16,2,29.34,61.62,64.7
2,3,0,1,0,39,5,18,4,32.03,142.24,169.4
0,4,0,2,1,20,4,16,6,7.3,14.77,16.7
0,2,0,2,1,41,2,15,4,6.75,86.75,117.9
0,4,1,1,1,13,6,13,1,8.38,11.3,16.8
2,3,1,1,1,9,6,11,3,35.0,26.86,29.9
0,2,1,1,0,33,6,11,1,11.54,38.99,45.4
0,2,0,1,1,12,5,18,0,6.49,11.3,13.9
1,2,1,1,1,30,5,10,5,17.3,62.73,66.3
1,2,1,1,1,42,3,14,0,18.21,157.3,205.9
0,1,1,1,1,38,3,14,2,8.09,76.1,99.8
0,2,0,1,1,17,1,14,0,6.65,70.14,92.9
1,1,1,1,0,32,2,18,5,16.95,217.65,240.0
1,2,0,1,2,13,2,17,3,17.57,73.89,88.1
1,3,0,2,0,36,2,15,3,19.79,181.15,236.2
0,2,1,2,0,7,2,14,6,13.58,32.79,39.0
0,2,0,1,2,14,5,9,5,7.08,12.33,11.4
1,1,0,1,1,24,1,17,1,15.98,273.4,240.0
2,2,0,1,2,45,4,18,3,34.59,274.09,240.0
0,1,1,1,1,29,2,10,6,10.42,110.58,109.6
0,1,0,1,2,37,1,11,0,6.59,181.68,204.8
1,3,1,1,1,35,3,18,6,19.46,117.8,138.6
1,1,1,1,1,38,2,10,0,15.52,209.6,234.7
0,1,0,1,1,0,6,18,1,6.63,2.0,5.5
1,3,0,1,1,43,4,12,6,15.22,85.13,89.8
2,1,0,1,1,21,5,18,5,29.67,110.68,130.2
1,1,1,2,2,13,6,12,4,30.75,56.59,65.9
0,2,1,1,1,35,3,12,0,8.53,63.91,74.9
1,2,1,1,1,15,5,17,4,18.15,64.98,78.8
0,1,0,1,1,10,4,10,5,5.13,9.21,7.6
0,2,0,3,1,41,6,11,3,8.28,34.46,38.4
1,3,1,1,1,1,3,11,6,18.7,4.73,6.4
1,2,1,1,1,0,1,9,1,18.63,76.0,76.6
2,4,1,1,1,39,2,18,1,32.41,254.15,240.0
0,5,1,1,2,20,3,13,5,12.23,26.97,38.0
0,2,0,1,1,45,3,9,3,5.25,50.05,49.1
2,5,1,1,0,3,2,16,2,35.0,49.0,52.9
0,2,0,2,1,25,2,18,0,7.75,65.88,77.5
0,2,1,2,1,44,3,16,5,12.92,119.9,122.9
1,4,0,1,1,18,1,15,3,12.92,95.42,123.2
2,5,0,1,1,40,1,18,6,27.19,314.3,240.0
1,5,1,1,0,12,1,15,0,16.95,62.46,84.8
0,3,0,1,1,44,2,10,4,6.81,76.47,88.3
1,2,1,1,0,23,4,17,3,22.02,83.06,101.0
2,1,1,1,1,38,5,17,4,27.1,152.69,180.4
1,2,0,1,1,15,6,13,1,15.98,29.85,41.7
0,3,1,1,1,6,5,17,0,8.47,7.57,15.6
1,1,0,3,1,28,1,16,0,21.2,422.15,240.0
1,1,0,2,1,44,4,12,2,16.04,129.89,135.4
1,2,0,2,0,32,1,12,1,20.13,389.95,240.0
1,3,1,1,0,37,5,11,4,17.2,63.8,73.2
0,2,1,3,1,12,1,11,6,16.22,136.69,139.9
1,2,1,4,2,14,4,15,4,33.75,82.68,110.0
1,4,1,1,1,15,1,10,3,16.21,114.41,118.8
0,2,1,2,1,45,3,13,6,11.73,110.19,142.9
0,3,1,1,1,30,1,16,3,9.35,147.67,153.1
0,3,1,1,1,13,6,15,5,8.52,13.92,21.9
1,4,0,1,1,44,4,10,4,13.44,59.26,70.9
1,3,1,1,1,8,5,18,6,17.61,19.21,23.0
0,5,1,1,0,32,4,12,6,10.8,27.61,30.6
1,2,1,1,1,34,5,9,5,17.22,70.13,71.9
1,1,0,2,1,16,4,17,5,17.01,144.53,169.4
2,3,1,2,1,31,3,12,1,35.0,187.88,191.8
0,4,1,1,1,24,6,14,2,9.3,17.5,24.4
1,1,1,1,0,34,6,9,4,21.8,89.2,103.2
1,2,0,2,1,26,1,15,3,16.3,258.57,240.0
0,3,1,1,2,16,4,16,6,13.47,32.59,37.4
0,3,1,1,2,5,2,11,0,10.91,19.53,22.9
0,3,0,1,0,18,6,13,6,6.02,12.3,14.8
1,2,0,1,2,34,5,9,5,18.94,79.54,80.2
0,2,0,2,1,18,3,18,0,7.09,28.6,37.2
0,3,0,1,1,23,4,16,3,5.48,15.7,14.9
0,2,0,1,1,42,4,9,2,5.93,37.81,36.8
0,2,1,1,1,45,3,18,6,9.16,86.1,103.2
